order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD004334,SRC-001-H-004334,CUS00369,2018-07-11 14:05:00,Web,Gift Card,AUD,Bakers,Completed,1622.55,16.27,NaN,10.0,147.5,1476.57,Winter,False,-37.749828,145.030591,Mobile,Social,please use minimal packaging,NaN
HORD002679,SRC-001-H-002679,CUS00399,2018-06-19 08:57:00,Store,Gift Card,AUD,Thompson,Completed,2664.98,14.45,B1SAVE-48,20.0,242.27,2146.43,Winter,False,-37.768943,144.924961,Desktop,Referral,call before delivery,B1SAVE-48
HORD004443,SRC-001-H-004443,CUS00236,2018-08-23 17:52:00,Web,PayPal,AUD,Thompson,Completed,1499.25,24.75,B1SAVE-52,15.0,136.3,1299.11,Winter,True,-37.794619,144.942156,Desktop,Paid Search,gift purchase for a family member,B1SAVE-52
HORD003416,SRC-001-H-003416,CUS00318,2018-10-27 19:31:00,Mobile,Gift Card,AUD,Thompson,Completed,3847.76,23.98,B1SAVE-65,15.0,349.8,3294.58,Spring,True,-37.759822,144.882105,Mobile,Paid Search,please leave at reception,B1SAVE-65
HORD000823,SRC-001-H-000823,CUS00144,2018-09-10 16:46:00,Web,Card,AUD,Thompson,Completed,7937.71,20.55,B1SAVE-32,15.0,721.61,6767.6,Spring,True,-37.784942,144.965752,Desktop,Organic,call before delivery,B1SAVE-32
HORD000323,SRC-001-H-000323,CUS00312,2018-11-18 11:23:00,Web,Bank Transfer,AUD,Thompson,Completed,9561.65,22.95,B1SAVE-12,15.0,869.24,8150.35,Spring,True,-37.75184,144.940741,Tablet,Paid Search,gift purchase for a family member,B1SAVE-12
HORD003064,SRC-001-H-003064,CUS00332,2018-12-27 08:15:00,Store,Card,AUD,Bakers,Completed,3728.0,21.88,NaN,10.0,338.91,3377.08,Summer,True,-37.798622,145.056677,Mobile,Store,gift purchase for a family member,NaN
HORD004732,SRC-001-H-004732,CUS00290,2018-09-04 15:36:00,Store,Card,AUD,Thompson,Completed,7078.64,22.61,NaN,10.0,643.51,6393.39,Spring,True,-37.776416,144.891697,Tablet,Paid Search,call before delivery,NaN
HORD000998,SRC-001-H-000998,CUS00101,2018-03-03 20:02:00,Mobile,PayPal,AUD,Bakers,Completed,1969.67,12.46,NaN,0.0,179.06,1982.13,Autumn,False,-37.761749,145.046502,Tablet,Organic,gift purchase for a family member,NaN
HORD004500,SRC-001-H-004500,CUS00025,2018-12-28 12:41:00,Web,Bank Transfer,AUD,Bakers,Completed,4491.49,12.19,NaN,10.0,408.32,4054.53,Summer,False,-37.77377,145.045528,Tablet,Social,no special instruction,NaN
HORD004627,SRC-001-H-004627,CUS00169,2018-03-10 10:50:00,Store,PayPal,AUD,Thompson,Completed,2891.76,13.52,NaN,5.0,262.89,2760.69,Autumn,False,-37.754392,144.887018,Desktop,Paid Search,please leave at reception,NaN
HORD000373,SRC-001-H-000373,CUS00440,2018-12-11 12:14:00,Mobile,Gift Card,AUD,Bakers,Completed,1829.06,12.45,NaN,0.0,166.28,1841.51,Summer,False,-37.855669,145.038754,Mobile,Organic,no special instruction,NaN
HORD003964,SRC-001-H-003964,CUS00416,2018-09-19 20:52:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1777.03,22.89,NaN,5.0,161.55,1711.07,Spring,True,-37.782817,144.880788,Tablet,Paid Search,call before delivery,NaN
HORD003040,SRC-001-H-003040,CUS00475,2018-03-06 14:35:00,Web,Bank Transfer,AUD,Bakers,Completed,2123.62,22.16,NaN,5.0,193.06,2039.6,Autumn,True,-37.771926,145.032118,Tablet,Organic,please leave at reception,NaN
HORD003435,SRC-001-H-003435,CUS00100,2018-02-13 12:29:00,Web,Bank Transfer,AUD,Thompson,Completed,3937.15,14.73,B1SAVE-84,15.0,357.92,3361.31,Summer,False,-37.888066,144.893565,Tablet,Store,no special instruction,B1SAVE-84
HORD001581,SRC-001-H-001581,CUS00067,2018-11-24 18:22:00,Web,Bank Transfer,AUD,Thompson,Completed,5881.63,21.94,NaN,10.0,534.69,5315.41,Spring,True,-37.765306,144.960344,Desktop,Paid Search,gift purchase for a family member,NaN
HORD002496,SRC-001-H-002496,CUS00477,2018-09-09 16:39:00,Store,Bank Transfer,AUD,Nickolson,Completed,1556.41,7.9,B1SAVE-25,25.0,141.49,1175.21,Spring,False,-37.819959,144.97562,Mobile,Referral,gift purchase for a family member,B1SAVE-25
HORD001675,SRC-001-H-001675,CUS00123,2018-06-05 15:13:00,Mobile,Card,AUD,Thompson,Completed,2836.01,13.21,NaN,10.0,257.82,2565.62,Winter,False,-37.827693,144.908518,Desktop,Organic,please use minimal packaging,NaN
HORD001706,SRC-001-H-001706,CUS00108,2018-01-21 08:34:00,Mobile,PayPal,AUD,Bakers,Completed,6845.27,12.19,NaN,10.0,622.3,6172.93,Summer,False,-37.76246,145.027256,Desktop,Referral,please use minimal packaging,NaN
HORD000804,SRC-001-H-000804,CUS00283,2018-09-25 12:13:00,Store,Gift Card,AUD,Nickolson,Completed,917.32,12.66,NaN,0.0,83.39,929.98,Spring,False,-37.881946,144.976234,Mobile,Store,no special instruction,NaN
HORD000412,SRC-001-H-000412,CUS00205,2018-03-24 14:03:00,Store,Bank Transfer,AUD,Bakers,Completed,106.36,10.51,NaN,0.0,9.67,116.87,Autumn,False,-37.76986,144.988816,Tablet,Store,call before delivery,NaN
HORD003137,SRC-001-H-003137,CUS00313,2018-07-30 18:49:00,Mobile,Bank Transfer,AUD,Bakers,Completed,4674.09,27.6,NaN,5.0,424.92,4467.99,Winter,True,-37.816887,145.056184,Desktop,Organic,no special instruction,NaN
HORD002450,SRC-001-H-002450,CUS00288,2018-05-14 18:33:00,Store,PayPal,AUD,Nickolson,Completed,3070.92,23.5,B1SAVE-59,20.0,279.17,2480.24,Autumn,True,-37.878835,144.994839,Tablet,Social,gift purchase for a family member,B1SAVE-59
HORD002089,SRC-001-H-002089,CUS00279,2018-05-16 18:42:00,Web,PayPal,AUD,Thompson,Completed,6634.29,13.77,NaN,0.0,603.12,6648.06,Autumn,False,-37.745009,144.897915,Mobile,Referral,no special instruction,NaN
HORD000881,SRC-001-H-000881,CUS00291,2018-01-14 20:33:00,Web,Gift Card,AUD,Bakers,Completed,5786.07,24.68,NaN,10.0,526.01,5232.14,Summer,True,-37.886927,145.043418,Mobile,Paid Search,please leave at reception,NaN
HORD001241,SRC-001-H-001241,CUS00025,2018-01-02 16:31:00,Store,Card,AUD,Bakers,Completed,4842.1,22.19,NaN,10.0,440.19,4380.08,Summer,True,-37.77377,145.045528,Tablet,Social,please leave at reception,NaN
HORD002165,SRC-001-H-002165,CUS00488,2018-04-24 15:35:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1303.8,10.84,NaN,5.0,118.53,1249.45,Autumn,False,-37.778574,144.911295,Desktop,Organic,please use minimal packaging,NaN
HORD004878,SRC-001-H-004878,CUS00148,2018-04-10 17:08:00,Store,Card,AUD,Bakers,Completed,5630.66,10.96,NaN,0.0,511.88,5641.62,Autumn,False,-37.765566,145.008649,Tablet,Paid Search,no special instruction,NaN
HORD004719,SRC-001-H-004719,CUS00327,2018-09-02 11:12:00,Web,Bank Transfer,AUD,Thompson,Completed,1292.4,21.0,NaN,10.0,117.49,1184.16,Spring,True,-37.778783,144.928339,Mobile,Paid Search,gift purchase for a family member,NaN
HORD004275,SRC-001-H-004275,CUS00345,2018-07-19 19:16:00,Mobile,Gift Card,AUD,Nickolson,Completed,2231.46,13.25,NaN,10.0,202.86,2021.56,Winter,False,-37.85289,144.973151,Mobile,Organic,call before delivery,NaN
HORD003854,SRC-001-H-003854,CUS00274,2018-07-25 21:10:00,Mobile,Gift Card,AUD,Thompson,Completed,1473.83,14.03,NaN,10.0,133.98,1340.48,Winter,False,-37.77164,144.932214,Desktop,Organic,please use minimal packaging,NaN
HORD002680,SRC-001-H-002680,CUS00366,2018-08-23 21:32:00,Mobile,Card,AUD,Nickolson,Completed,2414.47,13.09,B1SAVE-49,15.0,219.5,2065.39,Winter,False,-37.85036,144.979572,Tablet,Store,gift purchase for a family member,B1SAVE-49
HORD000152,SRC-001-H-000152,CUS00266,2018-09-28 15:17:00,Web,Gift Card,AUD,Bakers,Completed,2493.75,8.0,NaN,10.0,226.7,2252.38,Spring,False,-37.80587,145.000998,Mobile,Social,please use minimal packaging,NaN
HORD004393,SRC-001-H-004393,CUS00136,2018-03-29 18:04:00,Web,Bank Transfer,AUD,Thompson,Completed,9999.63,12.86,NaN,10.0,909.06,9012.53,Autumn,False,-37.867383,144.896927,Desktop,Social,no special instruction,NaN
HORD001557,SRC-001-H-001557,CUS00481,2018-10-10 08:36:00,Store,Gift Card,AUD,Bakers,Completed,5676.55,22.02,NaN,5.0,516.05,5414.74,Spring,True,-37.853022,145.026366,Mobile,Paid Search,please use minimal packaging,NaN
HORD001375,SRC-001-H-001375,CUS00358,2018-03-13 19:15:00,Store,PayPal,AUD,Bakers,Completed,516.36,12.01,NaN,0.0,46.94,528.37,Autumn,False,-37.846773,145.051682,Desktop,Store,no special instruction,NaN
HORD004273,SRC-001-H-004273,CUS00064,2018-09-02 13:55:00,Mobile,Gift Card,AUD,Bakers,Completed,6253.47,10.03,B1SAVE-42,20.0,568.5,5012.81,Spring,False,-37.840999,144.999639,Desktop,Social,gift purchase for a family member,B1SAVE-42
HORD003811,SRC-001-H-003811,CUS00103,2018-05-17 14:16:00,Mobile,Card,AUD,Thompson,Completed,1161.39,11.07,B1SAVE-60,25.0,105.58,882.11,Autumn,False,-37.827849,144.890878,Mobile,Referral,call before delivery,B1SAVE-60
HORD004462,SRC-001-H-004462,CUS00200,2018-12-25 20:55:00,Mobile,Card,AUD,Thompson,Completed,580.92,8.78,NaN,10.0,52.81,531.61,Summer,False,-37.803458,144.95215,Desktop,Social,please use minimal packaging,NaN
HORD003707,SRC-001-H-003707,CUS00145,2018-11-19 08:35:00,Mobile,Card,AUD,Thompson,Completed,2716.84,9.9,B1SAVE-36,20.0,246.99,2183.37,Spring,False,-37.783108,144.948559,Mobile,Store,please leave at reception,B1SAVE-36
HORD004451,SRC-001-H-004451,CUS00185,2018-02-08 10:07:00,Web,PayPal,AUD,Thompson,Completed,5956.82,13.87,NaN,10.0,541.53,5375.01,Summer,False,-37.751091,144.892023,Tablet,Referral,no special instruction,NaN
HORD002894,SRC-001-H-002894,CUS00281,2018-07-04 14:56:00,Mobile,PayPal,AUD,Bakers,Completed,8087.74,11.03,B1SAVE-23,25.0,735.25,6076.84,Winter,False,-37.810398,144.981398,Tablet,Organic,please leave at reception,B1SAVE-23
HORD000046,SRC-001-H-000046,CUS00367,2018-04-16 20:44:00,Web,PayPal,AUD,Thompson,Completed,1674.38,12.71,B1SAVE-55,20.0,152.22,1352.21,Autumn,False,-37.854167,144.882338,Mobile,Store,please use minimal packaging,B1SAVE-55
HORD000074,SRC-001-H-000074,CUS00388,2018-09-10 20:18:00,Mobile,PayPal,AUD,Bakers,Completed,3865.02,12.47,B1SAVE-83,15.0,351.37,3297.74,Spring,False,-37.776463,145.060031,Desktop,Paid Search,call before delivery,B1SAVE-83
HORD003235,SRC-001-H-003235,CUS00095,2018-08-04 19:24:00,Store,PayPal,AUD,Thompson,Completed,1997.14,27.97,B1SAVE-44,25.0,181.56,1525.83,Winter,True,-37.796797,144.883577,Desktop,Organic,call before delivery,B1SAVE-44
HORD004642,SRC-001-H-004642,CUS00244,2018-08-25 10:09:00,Mobile,PayPal,AUD,Bakers,Completed,1900.48,27.77,NaN,5.0,172.77,1833.23,Winter,True,-37.759755,144.989109,Desktop,Referral,call before delivery,NaN
HORD003659,SRC-001-H-003659,CUS00230,2018-05-16 15:00:00,Mobile,Gift Card,AUD,Bakers,Completed,7490.68,14.17,NaN,5.0,680.97,7130.32,Autumn,False,-37.885923,145.036622,Tablet,Organic,please leave at reception,NaN
HORD003494,SRC-001-H-003494,CUS00404,2018-05-09 14:06:00,Store,PayPal,AUD,Bakers,Completed,469.08,11.01,B1SAVE-63,20.0,42.64,386.27,Autumn,False,-37.854228,145.012265,Mobile,Referral,please use minimal packaging,B1SAVE-63
HORD002163,SRC-001-H-002163,CUS00120,2018-03-25 14:02:00,Web,Gift Card,AUD,Bakers,Completed,472.65,8.5,NaN,0.0,42.97,481.15,Autumn,False,-37.792939,144.99866,Desktop,Organic,please use minimal packaging,NaN
HORD001033,SRC-001-H-001033,CUS00405,2018-11-21 13:21:00,Mobile,Card,AUD,Thompson,Completed,361.72,22.48,NaN,10.0,32.88,348.03,Spring,True,-37.75765,144.942316,Tablet,Social,call before delivery,NaN
HORD004059,SRC-001-H-004059,CUS00389,2018-04-27 15:10:00,Store,Card,AUD,Thompson,Completed,1805.76,13.88,B1SAVE-68,20.0,164.16,1458.49,Autumn,False,-37.741205,144.903455,Tablet,Organic,call before delivery,B1SAVE-68
HORD000333,SRC-001-H-000333,CUS00194,2018-06-25 08:27:00,Mobile,Card,AUD,Bakers,Completed,853.36,15.86,B1SAVE-22,15.0,77.58,741.22,Winter,False,-37.869793,145.01594,Mobile,Social,no special instruction,B1SAVE-22
HORD001968,SRC-001-H-001968,CUS00324,2018-11-05 08:27:00,Web,Card,AUD,Thompson,Completed,4370.82,21.37,NaN,10.0,397.35,3955.11,Spring,True,-37.774324,144.967196,Mobile,Organic,call before delivery,NaN
HORD003345,SRC-001-H-003345,CUS00057,2018-02-06 20:40:00,Mobile,Card,AUD,Bakers,Completed,5995.08,9.89,B1SAVE-74,15.0,545.01,5105.71,Summer,False,-37.834288,144.994613,Tablet,Paid Search,please leave at reception,B1SAVE-74
HORD002060,SRC-001-H-002060,CUS00473,2018-05-02 10:44:00,Store,Bank Transfer,AUD,Bakers,Completed,5754.41,11.0,B1SAVE-69,25.0,523.13,4326.81,Autumn,False,-37.789321,145.047463,Tablet,Referral,gift purchase for a family member,B1SAVE-69
HORD001791,SRC-001-H-001791,CUS00393,2018-01-18 08:22:00,Web,Gift Card,AUD,Thompson,Completed,7880.97,21.01,B1SAVE-40,15.0,716.45,6719.83,Summer,True,-37.774351,144.940696,Tablet,Paid Search,no special instruction,B1SAVE-40
HORD002274,SRC-001-H-002274,CUS00120,2018-09-04 16:52:00,Store,Card,AUD,Bakers,Completed,8906.3,8.9,NaN,5.0,809.66,8469.88,Spring,False,-37.792939,144.99866,Desktop,Organic,please use minimal packaging,NaN
HORD000184,SRC-001-H-000184,CUS00011,2018-01-01 15:07:00,Web,PayPal,AUD,Thompson,Completed,2397.21,11.59,NaN,0.0,217.93,2408.8,Summer,False,-37.769421,144.967329,Tablet,Referral,call before delivery,NaN
HORD001608,SRC-001-H-001608,CUS00240,2018-06-09 19:19:00,Store,Gift Card,AUD,Nickolson,Completed,3658.28,16.71,NaN,10.0,332.57,3309.16,Winter,False,-37.887085,144.945913,Desktop,Referral,please use minimal packaging,NaN
HORD001438,SRC-001-H-001438,CUS00072,2018-09-28 12:40:00,Store,Gift Card,AUD,Thompson,Completed,6058.45,12.4,B1SAVE-87,20.0,550.77,4859.16,Spring,False,-37.870111,144.923513,Desktop,Organic,gift purchase for a family member,B1SAVE-87
HORD001051,SRC-001-H-001051,CUS00347,2018-02-04 10:34:00,Store,PayPal,AUD,Thompson,Completed,6114.13,10.09,B1SAVE-20,15.0,555.83,5207.1,Summer,False,-37.787323,144.935913,Desktop,Organic,please use minimal packaging,B1SAVE-20
HORD004819,SRC-001-H-004819,CUS00316,2018-08-30 21:12:00,Mobile,Bank Transfer,AUD,Bakers,Completed,2543.3,14.58,NaN,5.0,231.21,2430.72,Winter,False,-37.772966,145.034741,Mobile,Referral,please leave at reception,NaN
HORD000509,SRC-001-H-000509,CUS00473,2018-05-01 15:14:00,Store,Bank Transfer,AUD,Bakers,Completed,1438.39,22.0,NaN,0.0,130.76,1460.39,Autumn,True,-37.789321,145.047463,Tablet,Referral,call before delivery,NaN
HORD004810,SRC-001-H-004810,CUS00246,2018-01-07 16:05:00,Web,PayPal,AUD,Bakers,Completed,5201.42,11.63,B1SAVE-19,20.0,472.86,4172.77,Summer,False,-37.793558,145.050526,Mobile,Store,no special instruction,B1SAVE-19
HORD003034,SRC-001-H-003034,CUS00201,2018-10-05 09:27:00,Mobile,Card,AUD,Nickolson,Completed,1001.41,9.7,NaN,5.0,91.04,961.04,Spring,False,-37.845282,144.975958,Desktop,Referral,no special instruction,NaN
HORD002159,SRC-001-H-002159,CUS00182,2018-06-17 19:22:00,Web,Card,AUD,Thompson,Completed,1948.16,16.04,B1SAVE-88,15.0,177.11,1671.98,Winter,False,-37.749734,144.961101,Desktop,Organic,gift purchase for a family member,B1SAVE-88
HORD001459,SRC-001-H-001459,CUS00493,2018-04-21 13:00:00,Mobile,PayPal,AUD,Nickolson,Completed,2130.79,10.19,B1SAVE-28,25.0,193.71,1608.28,Autumn,False,-37.854118,144.957546,Desktop,Store,gift purchase for a family member,B1SAVE-28
HORD003144,SRC-001-H-003144,CUS00411,2018-01-10 16:14:00,Store,Card,AUD,Thompson,Completed,2588.95,9.48,NaN,10.0,235.36,2339.53,Summer,False,-37.826469,144.93046,Desktop,Social,call before delivery,NaN
HORD004323,SRC-001-H-004323,CUS00209,2018-11-23 08:14:00,Mobile,Card,AUD,Thompson,Completed,261.6,13.02,NaN,0.0,23.78,274.62,Spring,False,-37.774066,144.876253,Desktop,Social,please use minimal packaging,NaN
HORD003468,SRC-001-H-003468,CUS00320,2018-04-14 15:06:00,Web,Gift Card,AUD,Nickolson,Completed,700.18,11.37,NaN,0.0,63.65,711.55,Autumn,False,-37.863203,144.940039,Tablet,Store,gift purchase for a family member,NaN
HORD003184,SRC-001-H-003184,CUS00276,2018-05-30 16:40:00,Mobile,Bank Transfer,AUD,Thompson,Completed,9240.35,13.82,NaN,5.0,840.03,8792.15,Autumn,False,-37.748377,144.889881,Desktop,Paid Search,gift purchase for a family member,NaN
HORD004988,SRC-001-H-004988,CUS00423,2018-04-01 14:28:00,Store,Card,AUD,Thompson,Completed,5960.11,11.77,B1SAVE-37,15.0,541.83,5077.86,Autumn,False,-37.782163,144.889181,Tablet,Referral,call before delivery,B1SAVE-37
HORD004734,SRC-001-H-004734,CUS00046,2018-01-05 20:51:00,Web,Card,AUD,Thompson,Completed,3428.83,13.72,NaN,5.0,311.71,3271.11,Summer,False,-37.873593,144.895061,Tablet,Organic,call before delivery,NaN
HORD004127,SRC-001-H-004127,CUS00055,2018-09-19 21:26:00,Store,PayPal,AUD,Nickolson,Completed,3051.32,8.41,B1SAVE-56,15.0,277.39,2602.03,Spring,False,-37.821722,144.955951,Tablet,Store,no special instruction,B1SAVE-56
HORD000030,SRC-001-H-000030,CUS00365,2018-04-13 12:07:00,Store,Bank Transfer,AUD,Thompson,Completed,53.54,11.42,NaN,10.0,4.87,59.61,Autumn,False,-37.763166,144.931551,Mobile,Organic,no special instruction,NaN
HORD001937,SRC-001-H-001937,CUS00169,2018-09-29 18:16:00,Web,PayPal,AUD,Thompson,Completed,4449.06,13.6,B1SAVE-26,20.0,404.46,3572.85,Spring,False,-37.754392,144.887018,Desktop,Paid Search,please use minimal packaging,B1SAVE-26
HORD003365,SRC-001-H-003365,CUS00260,2018-12-18 16:03:00,Web,Gift Card,AUD,Nickolson,Completed,1512.58,12.54,NaN,5.0,137.51,1449.49,Summer,False,-37.875047,144.950993,Mobile,Store,no special instruction,NaN
HORD002036,SRC-001-H-002036,CUS00379,2018-08-01 13:16:00,Mobile,Bank Transfer,AUD,Thompson,Completed,2399.5,16.52,B1SAVE-45,20.0,218.14,1936.12,Winter,False,-37.744015,144.939266,Mobile,Paid Search,please leave at reception,B1SAVE-45
HORD000363,SRC-001-H-000363,CUS00446,2018-12-22 14:20:00,Web,Card,AUD,Bakers,Completed,2211.3,11.92,B1SAVE-52,20.0,201.03,1780.96,Summer,False,-37.763735,144.970226,Mobile,Social,please use minimal packaging,B1SAVE-52
HORD002004,SRC-001-H-002004,CUS00417,2018-02-24 17:33:00,Store,Bank Transfer,AUD,Bakers,Completed,5802.27,9.51,NaN,5.0,527.48,5521.67,Summer,False,-37.826418,145.008265,Mobile,Store,gift purchase for a family member,NaN
HORD003041,SRC-001-H-003041,CUS00324,2018-03-30 21:56:00,Store,Card,AUD,Thompson,Completed,6228.45,10.6,B1SAVE-10,25.0,566.22,4681.94,Autumn,False,-37.774324,144.967196,Mobile,Organic,no special instruction,B1SAVE-10
HORD004843,SRC-001-H-004843,CUS00146,2018-09-26 20:30:00,Web,Bank Transfer,AUD,Nickolson,Completed,2743.85,8.28,NaN,10.0,249.44,2477.75,Spring,False,-37.826391,144.962398,Desktop,Referral,please use minimal packaging,NaN
HORD001209,SRC-001-H-001209,CUS00206,2018-10-28 16:25:00,Web,Card,AUD,Bakers,Completed,2326.11,10.71,NaN,5.0,211.46,2220.51,Spring,False,-37.783473,145.032339,Mobile,Social,no special instruction,NaN
HORD004257,SRC-001-H-004257,CUS00417,2018-03-11 12:26:00,Store,Bank Transfer,AUD,Bakers,Completed,1874.51,8.68,B1SAVE-26,25.0,170.41,1414.56,Autumn,False,-37.826418,145.008265,Mobile,Store,gift purchase for a family member,B1SAVE-26
HORD000955,SRC-001-H-000955,CUS00450,2018-08-16 14:16:00,Web,Bank Transfer,AUD,Nickolson,Completed,1265.34,14.8,NaN,5.0,115.03,1216.87,Winter,False,-37.864018,144.998302,Mobile,Organic,no special instruction,NaN
HORD003958,SRC-001-H-003958,CUS00092,2018-04-05 11:33:00,Store,Card,AUD,Thompson,Completed,1046.46,13.45,NaN,0.0,95.13,1059.91,Autumn,False,-37.739139,144.93279,Tablet,Paid Search,gift purchase for a family member,NaN
HORD003454,SRC-001-H-003454,CUS00321,2018-02-18 13:07:00,Store,PayPal,AUD,Bakers,Completed,5419.11,8.56,NaN,5.0,492.65,5156.71,Summer,False,-37.802892,144.993514,Tablet,Paid Search,please use minimal packaging,NaN
HORD004793,SRC-001-H-004793,CUS00443,2018-01-22 16:35:00,Store,PayPal,AUD,Thompson,Completed,972.77,9.21,NaN,10.0,88.43,884.7,Summer,False,-37.810602,144.927492,Mobile,Social,gift purchase for a family member,NaN
HORD001574,SRC-001-H-001574,CUS00441,2018-03-05 12:08:00,Mobile,Card,AUD,Bakers,Completed,1949.89,12.98,B1SAVE-63,15.0,177.26,1670.39,Autumn,False,-37.867355,145.043615,Desktop,Paid Search,gift purchase for a family member,B1SAVE-63
HORD003012,SRC-001-H-003012,CUS00117,2018-12-11 16:36:00,Store,Bank Transfer,AUD,Bakers,Completed,3604.48,11.77,NaN,10.0,327.68,3255.8,Summer,False,-37.765534,144.970981,Tablet,Referral,call before delivery,NaN
HORD003431,SRC-001-H-003431,CUS00025,2018-02-18 18:34:00,Web,Gift Card,AUD,Bakers,Completed,4517.42,12.19,NaN,10.0,410.67,4077.87,Summer,False,-37.77377,145.045528,Tablet,Social,no special instruction,NaN
HORD003898,SRC-001-H-003898,CUS00375,2018-09-30 11:00:00,Mobile,PayPal,AUD,Nickolson,Completed,1399.75,9.61,B1SAVE-67,20.0,127.25,1129.41,Spring,False,-37.792641,144.970252,Mobile,Organic,call before delivery,B1SAVE-67
HORD000337,SRC-001-H-000337,CUS00111,2018-02-17 15:09:00,Mobile,Bank Transfer,AUD,Bakers,Completed,1685.11,20.34,NaN,10.0,153.19,1536.94,Summer,True,-37.834049,145.018038,Mobile,Store,call before delivery,NaN
HORD000313,SRC-001-H-000313,CUS00375,2018-05-18 14:23:00,Web,Card,AUD,Nickolson,Completed,1992.27,9.25,B1SAVE-82,15.0,181.12,1702.68,Autumn,False,-37.792641,144.970252,Mobile,Organic,no special instruction,B1SAVE-82
HORD002385,SRC-001-H-002385,CUS00296,2018-08-06 19:31:00,Web,Gift Card,AUD,Bakers,Completed,3992.52,12.38,NaN,5.0,362.96,3805.27,Winter,False,-37.789584,144.976563,Mobile,Store,call before delivery,NaN
HORD002380,SRC-001-H-002380,CUS00484,2018-03-29 10:23:00,Store,Gift Card,AUD,Thompson,Completed,3183.36,11.13,B1SAVE-69,20.0,289.4,2557.82,Autumn,False,-37.849251,144.908417,Tablet,Social,please use minimal packaging,B1SAVE-69
HORD000194,SRC-001-H-000194,CUS00180,2018-04-30 10:12:00,Mobile,PayPal,AUD,Bakers,Completed,8258.91,9.04,B1SAVE-43,15.0,750.81,7029.11,Autumn,False,-37.803061,145.023727,Mobile,Social,please use minimal packaging,B1SAVE-43
HORD000100,SRC-001-H-000100,CUS00160,2018-10-07 17:38:00,Web,Card,AUD,Bakers,Completed,3093.28,12.89,B1SAVE-29,20.0,281.21,2487.51,Spring,False,-37.855799,145.056037,Tablet,Social,no special instruction,B1SAVE-29
HORD003849,SRC-001-H-003849,CUS00326,2018-07-14 20:50:00,Store,Gift Card,AUD,Thompson,Completed,3552.03,29.29,NaN,5.0,322.91,3403.72,Winter,True,-37.76278,144.891424,Tablet,Referral,please use minimal packaging,NaN
HORD001022,SRC-001-H-001022,CUS00318,2018-10-13 17:56:00,Web,Gift Card,AUD,Thompson,Completed,905.67,13.48,NaN,10.0,82.33,828.58,Spring,False,-37.759822,144.882105,Mobile,Paid Search,please leave at reception,NaN
HORD002119,SRC-001-H-002119,CUS00237,2018-12-13 12:20:00,Store,Card,AUD,Nickolson,Completed,2500.8,9.94,B1SAVE-48,20.0,227.35,2010.58,Summer,False,-37.841177,144.956059,Mobile,Store,gift purchase for a family member,B1SAVE-48
HORD003205,SRC-001-H-003205,CUS00197,2018-07-17 18:28:00,Mobile,PayPal,AUD,Thompson,Completed,125.37,17.02,NaN,5.0,11.4,136.12,Winter,False,-37.873029,144.892354,Mobile,Social,please leave at reception,NaN
HORD000500,SRC-001-H-000500,CUS00021,2018-03-12 15:24:00,Web,PayPal,AUD,Bakers,Completed,4957.73,13.11,B1SAVE-29,15.0,450.7,4227.18,Autumn,False,-37.760318,145.058477,Desktop,Referral,no special instruction,B1SAVE-29
HORD001778,SRC-001-H-001778,CUS00218,2018-10-23 15:53:00,Web,Gift Card,AUD,Thompson,Completed,2953.06,13.03,B1SAVE-27,25.0,268.46,2227.83,Spring,False,-37.753506,144.904492,Tablet,Referral,no special instruction,B1SAVE-27
HORD000986,SRC-001-H-000986,CUS00470,2018-05-28 10:00:00,Web,PayPal,AUD,Nickolson,Completed,834.49,11.04,NaN,10.0,75.86,762.08,Autumn,False,-37.863979,144.983094,Mobile,Organic,please leave at reception,NaN
HORD000581,SRC-001-H-000581,CUS00348,2018-06-04 20:42:00,Mobile,PayPal,AUD,Thompson,Completed,3686.37,14.99,NaN,10.0,335.12,3332.72,Winter,False,-37.829962,144.883911,Tablet,Referral,no special instruction,NaN
HORD002833,SRC-001-H-002833,CUS00035,2018-07-09 19:44:00,Mobile,Bank Transfer,AUD,Thompson,Completed,74.96,16.38,NaN,5.0,6.81,87.59,Winter,False,-37.76316,144.888955,Tablet,Store,please leave at reception,NaN
HORD003808,SRC-001-H-003808,CUS00009,2018-05-12 16:30:00,Store,Card,AUD,Thompson,Completed,879.48,10.56,B1SAVE-57,20.0,79.95,714.14,Autumn,False,-37.77215,144.938806,Mobile,Social,call before delivery,B1SAVE-57
HORD003480,SRC-001-H-003480,CUS00087,2018-11-03 21:25:00,Web,Card,AUD,Bakers,Completed,8291.53,14.19,NaN,10.0,753.78,7476.57,Spring,False,-37.87188,145.064052,Mobile,Store,please leave at reception,NaN
HORD003650,SRC-001-H-003650,CUS00273,2018-04-14 21:21:00,Web,Card,AUD,Nickolson,Completed,8438.28,12.02,NaN,0.0,767.12,8450.3,Autumn,False,-37.872108,144.997669,Desktop,Store,please leave at reception,NaN
